Species,ID_pine,ID_spruce,GO,ID_Arabidopsis,Gene name,Gene function,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Scots pine,PITA_000039123,MA_138264g0010,,AT2G24395.1,,chaperone protein dnaJ-related,SHADE<SUN,243.2997136,0.762522423,0.130723637,5.833087592,5.44E-09,2.22E-07
Norway spruce,,MA_138264g0010,,,,,SHADE<SUN,182.1680438,0.41721855,0.329924739,1.264587044,0.2060194,0.651728698
Scots pine,PITA_000041197,MA_138486g0010,GO:0008152,AT1G75450.1,ATCKX5,,,,,,,,
Norway spruce,,MA_138486g0010,,,,,SHADE>SUN,57.99004686,-0.282773305,0.289490492,-0.97679652,0.328669899,0.765795187
Scots pine,PITA_000085874,MA_13849g0010,GO:0009407,AT5G05320.1,,FAD/NAD(P)-binding oxidoreductase family protein,SHADE<SUN,84.6859268,0.886705124,0.213447769,4.154201891,3.26E-05,6
Norway spruce,,MA_13849g0010,,,,,SHADE>SUN,38.63806911,-0.203503107,0.2953429,-0.689040118,0.490798022,0.874627243
Scots pine,PITA_000042229,MA_138894g0010,GO:0000166,AT2G47000.1,ABCB4,,,,,,,,
Norway spruce,,MA_138894g0010,,,,,SHADE<SUN,46.36560436,0.072794321,0.347808175,0.209294451,0.834218383,0.974452839
Scots pine,PITA_000086223,MA_13933g0010,,AT3G61120.1,AGL13,AGAMOUS-like 13,SHADE>SUN,74.72509484,-1.174489163,0.355630005,-3.302559255,9,
Norway spruce,,MA_13933g0010,,,,,SHADE>SUN,13.60910464,-0.279413554,0.563912756,-0.495490749,0.62025375,0.922702641
Norway spruce,,MA_139644g0010,,,,,SHADE<SUN,239.2275181,0.021970454,0.265964934,0.082606582,0.934164367,0.991193285
Scots pine,PITA_000039095,MA_139644g0010,,,,,SHADE<SUN,143.1958215,1.152857081,0.153103115,7.529938774,5,
Norway spruce,,MA_139686g0010,,,,,SHADE<SUN,73.93919962,0.601555922,0.560382665,1.073473468,0.283058737,0.735783888
Scots pine,PITA_000040023,MA_139686g0010,,,,,SHADE>SUN,84.57410172,-1.527336039,0.318355374,-4.797582079,1.61E-06,4.32E-05
Scots pine,PITA_000000711,MA_139907g0010,GO:0004322,AT3G11050.1,ATFER2,,,,,,,,
Norway spruce,,MA_139907g0010,,,,,SHADE<SUN,397.5306754,0.39240915,0.197375069,1.988139397,0.046796275,0.290483338
Scots pine,PITA_000029100,MA_140058g0010,GO:0005543,AT1G48590.2,,Calcium-dependent lipid-binding (CaLB domain) family protein,SHADE>SUN,58.35221119,-1.651289352,0.444388423,-3.715869424,2,
Norway spruce,,MA_140058g0010,,,,,SHADE>SUN,105.0414218,-1.175967569,0.486045396,-2.419460363,0.015543555,0.14144225
Scots pine,PITA_000015691,MA_140137g0010,,AT1G18010.1,,Major facilitator superfamily protein,SHADE<SUN,110.3805914,0.856119184,0.223987645,3.822171462,1,
Scots pine,PITA_000067504,MA_140137g0010,,AT1G18010.1,,Major facilitator superfamily protein,SHADE<SUN,1,,,,,
Norway spruce,,MA_140137g0010,,,,,SHADE<SUN,130.1149184,0.036068493,0.375806021,0.095976357,0.92353935,0.989815976
Scots pine,PITA_000046566,MA_140553g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,170.3538227,0.609236057,0.149977251,4,,
Norway spruce,,MA_140553g0010,,,,,SHADE<SUN,114.3715849,1.104549839,0.59073382,1.869792792,0.061512598,0.341885658
Scots pine,PITA_000055577,MA_140591g0010,GO:0004519,AT1G11290.1,CRR22,Pentatricopeptide repeat (PPR) superfamily protein,SHADE>SUN,325.1742985,1,,,,
Norway spruce,,MA_140591g0010,,,,,SHADE<SUN,74.36966209,0.262774785,0.236929281,1.109085312,0.26739338,0.7268344
Scots pine,PITA_000012416,MA_140596g0010,GO:0016491,AT5G66390.1,,Peroxidase superfamily protein,SHADE<SUN,156.6573709,1.124090328,0.194804167,5.770360794,7.91E-09,3.15E-07
Norway spruce,,MA_140596g0010,,,,,SHADE<SUN,15.94550091,0.784007868,0.680388525,1.152294373,0.249200129,0.706032751
Scots pine,PITA_000004638,MA_14068g0010,GO:0005351,AT5G53460.3,GLT1,NADH-dependent glutamate synthase 1,SHADE>SUN,220.4896123,1,,,,
Norway spruce,,MA_14068g0010,,,,,SHADE>SUN,43.7430413,-0.054517555,0.291482541,-0.187035405,0.851632874,0.977346287
Scots pine,PITA_000075356,MA_140852g0010,,AT5G45390.1,CLPP4,,,,,,,,
Norway spruce,,MA_140852g0010,,,,,SHADE<SUN,161.701905,0.271523481,0.250485892,1.083987121,0.278370509,0.735323376
Scots pine,PITA_000031809,MA_141029g0010,GO:0046658,AT4G28100.1,,unknown,SHADE>SUN,298.6229059,1,,,,
Norway spruce,,MA_141029g0010,,,,,SHADE>SUN,26.7146307,-0.061232359,0.370538822,-0.16525221,0.868745473,0.981490747
Scots pine,PITA_000053852,MA_141147g0010,,AT1G56280.2,ATDI19,,,,,,,,
Scots pine,PITA_000054189,MA_141147g0010,GO:0009987,AT1G56280.2,ATDI19,,,,,,,,
Norway spruce,,MA_141147g0010,,,,,SHADE>SUN,96.45946433,-0.058398402,0.217693433,-0.268259826,0.788499328,0.965848575
Scots pine,PITA_000025635,MA_141286g0010,,AT1G74970.1,RPS9,,,,,,,,
Norway spruce,,MA_141286g0010,,,,,SHADE>SUN,396.3402005,-0.174089981,0.145684796,-1.194977,0.232096016,0.687103171
Scots pine,PITA_000021973,MA_141445g0010,GO:0000166,AT5G28840.2,GME,GDP-D-mannose 3',,,,,,,
Norway spruce,,MA_141445g0010,,,,,SHADE>SUN,183.8168316,-0.37252592,0.255328853,-1.4590044,0.144563897,0.549520577
Scots pine,PITA_000071326,MA_143311g0010,,AT1G27170.1,,transmembrane receptors;ATP binding,SHADE>SUN,180.3816345,-6.948612553,0.716233086,-9.70160788,2.97E-22,6.76E-20
Norway spruce,,MA_143311g0010,,,,,SHADE>SUN,117.2288907,-0.519580089,0.547549009,-0.948919786,0.34266141,0.77919149
Scots pine,PITA_000055438,MA_14707g0010,GO:0004176,AT2G30950.1,FTSH2,,,,,,,,
Norway spruce,,MA_14707g0010,,,,,SHADE>SUN,734.362884,-0.020245841,0.355528942,-0.05694569,0.954588458,0.993753579
Scots pine,PITA_000050612,MA_1481g0010,GO:0000478,AT3G12670.1,emb2742,CTP synthase family protein,SHADE>SUN,44.3732152,-0.879008444,0.241895405,-3.633836886,2,
Norway spruce,,MA_1481g0010,,,,,SHADE>SUN,31.61878629,-0.479237947,0.323995289,-1.479150974,0.139099969,0.538978601
Scots pine,PITA_000038786,MA_14971g0010,,AT1G76590.1,,PLATZ transcription factor family protein,SHADE>SUN,34.87648756,-1.660505189,0.281527491,-5.898199086,3.67E-09,1.54E-07
Norway spruce,,MA_14971g0010,,,,,SHADE>SUN,28.76850982,-0.420325691,0.322359817,-1.303902249,0.192266913,0.630807418
Norway spruce,,MA_15149g0010,,AT1G16710.2,HAC12,histone acetyltransferase of the CBP family 12,SHADE<SUN,33.20734116,0.029258239,0.355141791,0.082384668,0.934340828,0.991193285
Scots pine,PITA_000008257,MA_15159g0010,,,,,SHADE<SUN,240.5046097,4.917049847,0.822815692,5.975882445,2.29E-09,9.95E-08
Norway spruce,,MA_15308g0010,,,,,SHADE<SUN,42.92299249,0.022836948,0.537480567,0.042488882,0.966108975,0.994990583
Scots pine,PITA_000027022,MA_15308g0010,,,,,SHADE>SUN,14.37751778,-1.543772556,0.466385937,-3.310075269,9,
Scots pine,PITA_000004499,MA_15334g0010,GO:0006098,AT3G48420.1,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,SHADE>SUN,885.1106437,1,,,,
Norway spruce,,MA_15334g0010,,,,,SHADE<SUN,1505.400395,0.708051488,0.236519172,2.993632529,0.002756778,0.041736564
Scots pine,PITA_000037690,MA_15462g0010,GO:0016023,AT1G02180.1,,ferredoxin-related,SHADE>SUN,88.34029056,-0.690062975,0.205407952,-3.359475456,7,
Norway spruce,,MA_15462g0010,,,,,SHADE<SUN,119.7401588,0.243910991,0.221098762,1.103176647,0.26995046,0.729364554
Scots pine,PITA_000060035,MA_1552801g0010,,AT2G46600.1,,Calcium-binding EF-hand family protein,SHADE>SUN,2,,,,,
Scots pine,PITA_000072113,MA_1552801g0010,,AT2G46600.1,,Calcium-binding EF-hand family protein,SHADE>SUN,103.26359,-1.345151886,0.260650937,-5.160740653,2.46E-07,7.59E-06
Norway spruce,,MA_1552801g0010,,,,,SHADE<SUN,57.69851744,0.058839971,0.295061696,0.199415825,0.841937483,0.975431253
Scots pine,PITA_000059389,MA_15605g0010,,AT1G56220.3,,Dormancy/auxin associated family protein,SHADE>SUN,12.57814281,-2.292882585,0.497584063,-4.608030592,4,
Scots pine,PITA_000078983,MA_15605g0010,,AT1G56220.3,,Dormancy/auxin associated family protein,SHADE>SUN,23.42245618,-1.763658233,0.354116852,-4.980441407,6.34E-07,1.83E-05
Norway spruce,,MA_15605g0010,,,,,SHADE>SUN,16.23910895,-1.180258083,0.507524176,-2.325520907,0.020044123,0.169442383
Norway spruce,,MA_156126g0010,,,,,SHADE>SUN,52.91862079,-0.198326683,0.736733946,-0.269197156,0.787777969,0.965699204
Scots pine,PITA_000081980,MA_156126g0010,,,,,SHADE>SUN,36.50947541,-5.331974977,0.754221058,-7,,
Scots pine,PITA_000006313,MA_156526g0010,,AT5G53850.2,,haloacid dehalogenase-like hydrolase family protein,SHADE<SUN,141.5818528,0.867561927,0.220030051,3.942924713,8,
Norway spruce,,MA_156526g0010,,,,,SHADE<SUN,154.8380877,0.160498708,0.279955181,0.573301438,0.566440612,0.904408656
Scots pine,PITA_000066894,MA_158042g0010,,AT2G15490.1,UGT73B4,UDP-glycosyltransferase 73B4,SHADE<SUN,6440.836756,1.909745185,0.518895962,3.680400937,2,
Norway spruce,,MA_158042g0010,,,,,SHADE<SUN,22.06674285,0.398463531,0.740230227,0.538296758,0.590372189,0.912240775
Scots pine,PITA_000012856,MA_15820g0010,GO:0005634,AT3G14420.2,,Aldolase-type TIM barrel family protein,SHADE<SUN,326.2213111,0.94461881,0.133747343,7,,
Norway spruce,,MA_15820g0010,,,,,SHADE<SUN,319.4335225,0.540609015,0.194988201,2.77252168,0.005562381,0.069650835
Scots pine,PITA_000069925,MA_15876g0010,GO:0008380,AT2G44020.1,,Mitochondrial transcription termination factor family protein,SHADE<SUN,158.2908747,0.787810899,0.159831923,4.928995945,8.27E-07,2.34E-05
Norway spruce,,MA_15876g0010,,,,,SHADE<SUN,554.7211493,0.371610811,0.223716594,1.661078442,0.096697693,0.44386213
Scots pine,PITA_000025543,MA_159115g0010,GO:0004747,AT4G27600.1,NARA5,pfkB-like carbohydrate kinase family protein,SHADE<SUN,3388.689181,1.822770778,0.415069007,4.39148852,1.13E-05,2
Norway spruce,,MA_159115g0010,,,,,SHADE<SUN,236.3457895,0.42700752,0.216425464,1.973000362,0.048495521,0.295417945
Scots pine,PITA_000080214,MA_15972g0010,,AT5G48810.1,ATB5-B,,,,,,,,
Scots pine,PITA_000091267,MA_15972g0010,GO:0005783,AT5G48810.1,ATB5-B,,,,,,,,
Norway spruce,,MA_15972g0010,,,,,SHADE>SUN,63.87847837,-0.455653754,0.312167799,-1.459643678,0.144388028,0.549067496
Norway spruce,,MA_160544g0010,,,,,SHADE<SUN,162.8498126,0.046606094,0.283516296,0.164385946,0.869427327,0.981683507
Scots pine,PITA_000069297,MA_160544g0010,,,,,SHADE<SUN,251.2183666,0.690013791,0.16030926,4.304266584,1.68E-05,3
Scots pine,PITA_000036084,MA_161180g0010,GO:0009507,AT5G55580.1,,Mitochondrial transcription termination factor family protein,SHADE<SUN,667.226306,1.504544695,0.248343327,6,,
Norway spruce,,MA_161180g0010,,,,,SHADE>SUN,461.554599,-0.160213491,0.155402118,-1.030960788,0.302559208,0.744633304
Scots pine,PITA_000039485,MA_161458g0010,GO:0000166,AT1G42970.1,GAPB,glyceraldehyde-3-phosphate dehydrogenase B subunit,SHADE<SUN,1150.520203,1.345318585,9,,,
Norway spruce,,MA_161458g0010,,,,,SHADE>SUN,92.06356194,-0.477560944,0.218794678,-2.18268995,0.029058651,0.215171152
Scots pine,PITA_000003240,MA_163154g0020,GO:0009535,AT2G42975.1,,unknown,SHADE<SUN,690.9431853,1.409860297,0.112896401,12.48808896,8.67E-36,6.91E-33
Norway spruce,,MA_163154g0020,,,,,SHADE<SUN,786.7039013,0.600766009,0.26842419,2.238121719,0.025213119,0.196127287
Scots pine,PITA_000007610,MA_16402g0010,,AT1G77760.1,GNR1,,,,,,,,
Scots pine,PITA_000007611,MA_16402g0010,GO:0005506,AT1G77760.1,GNR1,,,,,,,,
Norway spruce,,MA_16402g0010,,,,,SHADE<SUN,461.2183781,0.790715429,0.42819251,1.846635357,0.064800006,0.35183456
Scots pine,PITA_000042083,MA_164186g0010,,AT5G17680.1,,disease resistance protein (TIR-NBS-LRR class),,,,,,,
Norway spruce,,MA_164186g0010,,,,,SHADE<SUN,76.94193304,0.56517817,0.738710567,0.765087431,0.444219484,0.849670274
Scots pine,PITA_000014294,MA_164547g0010,,AT2G13600.1,,,SHADE>SUN,222.7986036,1,,,,
Norway spruce,,MA_164547g0010,,,,,SHADE<SUN,141.4253252,0.007026274,0.673929,0.010425837,0.991681537,0.998708663
Scots pine,PITA_000037012,MA_166041g0010,,AT1G20830.1,MCD1,multiple chloroplast division site 1,SHADE<SUN,180.7456984,0.663474339,0.128895284,5.147390322,2.64E-07,8
Norway spruce,,MA_166041g0010,,,,,SHADE<SUN,182.3962587,0.409080501,0.227761645,1.796090385,0.072480143,0.375894891
Scots pine,PITA_000000277,MA_166248g0010,,AT4G17500.1,ATERF-1,,,,,,,,
Scots pine,PITA_000049469,MA_166248g0010,,AT4G17500.1,ATERF-1,,,,,,,,
Norway spruce,,MA_166248g0010,,,,,SHADE<SUN,44.72859561,0.238523957,0.453404851,0.526072794,0.598837631,0.9151763
Scots pine,PITA_000039134,MA_166295g0010,GO:0000023,AT4G10300.1,,RmlC-like cupins superfamily protein,SHADE<SUN,3,,,,,
Norway spruce,,MA_166295g0010,,,,,SHADE<SUN,184.7894639,0.114985177,0.257796909,0.446030084,0.655575515,0.934023462
Scots pine,PITA_000046783,MA_166367g0020,GO:0004553,AT3G13790.1,ATBFRUCT1,,,,,,,,
Norway spruce,,MA_166367g0020,,,,,SHADE<SUN,257.2791902,0.106055915,0.726079675,0.146066498,0.883868894,0.983853585
Scots pine,PITA_000063822,MA_166543g0010,GO:0016787,AT2G04570.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE>SUN,137.7258513,1,,,,
Norway spruce,,MA_166543g0010,,,,,SHADE>SUN,14.02904229,-0.971247816,0.488355348,-1.98881372,0.046721768,0.290292113
Scots pine,PITA_000034058,MA_16680g0010,,AT2G25870.1,,haloacid dehalogenase-like hydrolase family protein,SHADE<SUN,161.1675577,0.776508312,0.170527444,4.553568013,5.27E-06,1
Norway spruce,,MA_16680g0010,,,,,SHADE<SUN,145.3392976,0.45598129,0.212665532,2.144124085,0.032022946,0.229450705
Scots pine,PITA_000067916,MA_167002g0010,GO:0006098,AT5G51110.2,,Transcriptional coactivator/pterin dehydratase,SHADE<SUN,741.9855193,1.236362774,0.177415446,6.968743697,3.20E-12,2.16E-10
Norway spruce,,MA_167002g0010,,,,,SHADE>SUN,718.089753,-0.021377452,0.185627778,-0.115163002,0.908315924,0.989201057
Scots pine,PITA_000086772,MA_16777g0010,GO:0005634,AT1G28130.1,GH3.17,Auxin-responsive GH3 family protein,SHADE>SUN,31.92156216,-0.93550134,0.285167854,-3.28052874,1,
Norway spruce,,MA_16777g0010,,,,,SHADE>SUN,70.79654827,-0.495244406,0.267881512,-1.848744251,0.064494751,0.351005329
Scots pine,PITA_000019302,MA_168957g0010,GO:0003824,AT5G16890.1,,Exostosin family protein,SHADE<SUN,8,,,,,
Norway spruce,,MA_168957g0010,,,,,SHADE<SUN,93.64336149,0.476776855,0.245157523,1.944777585,0.051801753,0.307735311
Scots pine,PITA_000052692,MA_16904g0010,GO:0009651,AT5G20270.1,HHP1,heptahelical transmembrane protein1,SHADE>SUN,85.22064767,-0.596860635,0.174944603,-3.411712199,6,
Norway spruce,,MA_16904g0010,,,,,SHADE>SUN,163.2287558,-0.474848253,0.251806684,-1.885765089,0.059326617,0.334071118
Scots pine,PITA_000021253,MA_169071g0010,GO:0004372,AT4G32520.2,AtSHMT3,,,,,,,,
Norway spruce,,MA_169071g0010,,,,,SHADE<SUN,109.6401851,0.285885849,0.213017216,1.342078608,0.179570509,0.611792205
Scots pine,PITA_000061745,MA_169331g0010,GO:0005739,AT2G42040.1,,unknown,SHADE>SUN,208.3899545,1,,,,
Norway spruce,,MA_169331g0010,,,,,SHADE>SUN,79.82178241,-0.21836676,0.239542705,-0.91159846,0.361980134,0.793624151
Scots pine,PITA_000081372,MA_169909g0010,GO:0005375,AT5G21930.2,ATHMA8,,,,,,,,
Norway spruce,,MA_169909g0010,,,,,SHADE<SUN,441.05645,0.620421282,0.368015808,1.685854979,0.091823735,0.431385138
Scots pine,PITA_000071600,MA_170275g0010,GO:0003156,AT1G58340.1,ZF14,MATE efflux family protein,SHADE<SUN,864.3690262,1.323177626,0.402165315,3.290133628,1,
Norway spruce,,MA_170275g0010,,,,,SHADE>SUN,253.8640437,-0.74964012,0.223336266,-3.356553469,0.000789205,0.016095732
Scots pine,PITA_000012622,MA_170550g0010,,AT3G60370.1,,FKBP-like peptidyl-prolyl cis-trans isomerase family protein,SHADE<SUN,771.5018254,1.557555429,8,,,
Norway spruce,,MA_170550g0010,,,,,SHADE<SUN,544.9538112,0.012370078,0.265788965,0.046540977,0.962879074,0.994459545
Scots pine,PITA_000045882,MA_17059g0010,GO:0004674,AT1G80870.1,,Protein kinase superfamily protein,SHADE>SUN,42.60491501,-0.774904924,0.236522533,-3.276241437,1,
Norway spruce,,MA_17059g0010,,,,,SHADE>SUN,51.83844935,-0.725708318,0.273867857,-2.64984846,0.008052788,0.09088899
Scots pine,PITA_000042288,MA_174294g0010,GO:0000166,AT3G46440.2,UXS5,UDP-XYL synthase 5,SHADE>SUN,29.69391489,-1.546231598,0.410342517,-3.768148644,1,
Norway spruce,,MA_174294g0010,,,,,SHADE<SUN,84.23130618,0.304620715,0.254143575,1.198616628,0.23067705,0.685842691
Scots pine,PITA_000029019,MA_174635g0010,,AT3G10840.1,,alpha/beta-Hydrolases superfamily protein,SHADE<SUN,117.2588051,0.734417383,0.212148398,3.461809702,5,
Norway spruce,,MA_174635g0010,,,,,SHADE<SUN,377.3264465,0.272222255,0.261346038,1.041616155,0.297589676,0.741171673
Scots pine,PITA_000084169,MA_175330g0010,,AT4G19970.1,,unknown,SHADE>SUN,198.4517364,-1.747058439,0.447031272,-3.908134726,9.30E-05,1
Norway spruce,,MA_175330g0010,,,,,SHADE<SUN,92.88021097,0.63493741,0.373361736,1.700595827,0.089018908,0.424564332
Scots pine,PITA_000012120,MA_175688g0010,,AT3G23330.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,4,,,,,
Norway spruce,,MA_175688g0010,,,,,SHADE<SUN,89.20305178,0.176894143,0.456750693,0.387288176,0.698542878,0.944463901
Scots pine,PITA_000057319,MA_17639g0020,GO:0004674,AT4G21210.1,ATRP1,,,,,,,,
Norway spruce,,MA_17639g0020,,,,,SHADE<SUN,251.9460159,0.590921243,0.210767676,2.803661614,0.00505259,0.064735043
Scots pine,PITA_000053682,MA_176417g0010,,AT1G75290.1,,NAD(P)-binding Rossmann-fold superfamily protein,SHADE<SUN,667.486669,2.913249414,0.211296321,13.78750659,3,
Norway spruce,,MA_176417g0010,,,,,SHADE<SUN,192.7041076,0.831640862,0.334485823,2.486326186,0.01290696,0.124943236
Scots pine,PITA_000049161,MA_17644g0010,,AT2G17525.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,229.31481,1.467763288,0.419720331,3.497003075,4,
Norway spruce,,MA_17644g0010,,,,,SHADE<SUN,188.939904,0.461622507,0.277257632,1.664958701,0.095920996,0.441889719
Scots pine,PITA_000042898,MA_17658g0010,GO:0009535,AT1G34000.1,OHP2,one-helix protein 2,SHADE<SUN,281.5972785,0.736994435,0.1319218,5.586600813,2.32E-08,8.54E-07
Norway spruce,,MA_17658g0010,,,,,SHADE>SUN,126.4366875,-0.26659246,0.236287313,-1.128255498,0.259212032,0.71730772
Scots pine,PITA_000092059,MA_176956g0010,GO:0005618,AT3G52500.1,,Eukaryotic aspartyl protease family protein,SHADE<SUN,413.3817209,1.234137991,0.29894344,4.128332736,3.65E-05,7
Norway spruce,,MA_176956g0010,,,,,SHADE<SUN,2211.763182,0.930838796,0.493986218,1.884341632,0.059518779,0.334830903
Norway spruce,,MA_176968g0010,,,,,SHADE>SUN,77.69681165,-0.704740983,0.450382135,-1.564762295,0.117638656,0.494552765
Scots pine,PITA_000025839,MA_176968g0010,,,,,SHADE<SUN,502.5554599,1.215385745,0.185484532,6.552491092,5.66E-11,3.12E-09
Scots pine,PITA_000033657,MA_177039g0010,GO:0004674,AT5G07280.1,EMS1,,,,,,,,
Norway spruce,,MA_177039g0010,,,,,SHADE>SUN,93.69994886,-1.044188483,0.394161767,-2.649136905,0.008069763,0.090918136
Scots pine,PITA_000030347,MA_17715g0010,GO:0032491,AT1G66160.1,ATCMPG1,,,,,,,,
Norway spruce,,MA_17715g0010,,,,,SHADE>SUN,275.9395637,-0.060207847,0.509549561,-0.118158962,0.905941706,0.988434541
Scots pine,PITA_000010567,MA_17853g0010,GO:0000010,AT1G17050.1,SPS2,solanesyl diphosphate synthase 2,SHADE<SUN,417.1511873,1.38395729,0.174525151,7.929844398,2.19E-15,2.35E-13
Norway spruce,,MA_17853g0010,,,,,SHADE<SUN,462.3454852,0.555097667,0.303603763,1.828362277,0.067495199,0.360049727
Scots pine,PITA_000039996,MA_178646g0010,GO:0003677,AT1G68840.2,EDF2,,,,,,,,
Norway spruce,,MA_178646g0010,,,,,SHADE>SUN,22.99367299,-1.42762033,0.510795486,-2.794896135,0.005191639,0.066107617
Scots pine,PITA_000009967,MA_17910g0010,,AT2G39770.2,CYT1,,,,,,,,
Scots pine,PITA_000009971,MA_17910g0010,GO:0004475,AT2G39770.2,CYT1,,,,,,,,
Norway spruce,,MA_17910g0010,,,,,SHADE<SUN,95.82044092,0.502462642,0.20794493,2.416325525,0.015678038,0.142199737
Scots pine,PITA_000020909,MA_181270g0010,GO:0009535,AT1G73885.1,,unknown,SHADE<SUN,307.8280153,0.949841298,0.136033803,6.982391725,2.90E-12,1.99E-10
Norway spruce,,MA_181270g0010,,,,,SHADE<SUN,469.3804759,0.291761468,0.18705329,1.559777259,0.118812527,0.497212955
Scots pine,PITA_000058048,MA_181338g0010,GO:0003735,AT2G24090.1,,Ribosomal protein L35,SHADE<SUN,388.6035803,0.908840044,0.153332622,5.927245192,3,
Norway spruce,,MA_181338g0010,,,,,SHADE>SUN,301.6026774,-0.257976254,0.174505242,-1.478329544,0.139319594,0.539235303
Scots pine,PITA_000053146,MA_18142g0010,GO:0004760,AT2G13360.2,AGT,,,,,,,,
Norway spruce,,MA_18142g0010,,,,,SHADE<SUN,423.4809693,0.509114089,0.1818815,2.799152685,0.00512369,0.065504167
Scots pine,PITA_000021229,MA_181487g0010,,AT4G26500.1,ATSUFE,,,,,,,,
Norway spruce,,MA_181487g0010,,,,,SHADE<SUN,192.0327974,0.277760446,0.26313474,1.055582573,0.291158966,0.738501112
Scots pine,PITA_000030464,MA_181629g0010,GO:0005488,AT1G09230.1,,RNA-binding (RRM/RBD/RNP motifs) family protein,SHADE<SUN,162.1695633,0.971270997,0.213749913,4.543959733,5.52E-06,1
Norway spruce,,MA_181629g0010,,,,,SHADE>SUN,65.37303127,-0.246143735,0.54079232,-0.455153904,0.64899852,0.931836017
Scots pine,PITA_000053298,MA_18234g0010,GO:0003700,AT3G54220.1,SCR,,,,,,,,
Norway spruce,,MA_18234g0010,,,,,SHADE>SUN,158.2462501,-0.378434915,0.203292177,-1.861532113,0.06266907,0.345242482
Scots pine,PITA_000046293,MA_182721g0010,GO:0000041,AT5G60530.1,,late embryogenesis abundant protein-related / LEA protein-related,SHADE<SUN,426.2578737,1.297902644,0.124772553,10.40214867,2.42E-25,7.91E-23
Norway spruce,,MA_182721g0010,,,,,SHADE>SUN,451.0706229,-0.323190203,0.720810789,-0.448370374,0.653885919,0.933847662
Scots pine,PITA_000038337,MA_182759g0010,GO:0004722,AT2G30020.1,,Protein phosphatase 2C family protein,SHADE<SUN,6,,,,,
Norway spruce,,MA_182759g0010,,,,,SHADE>SUN,136.4810855,-0.121679111,0.658549165,-0.184768453,0.853410652,0.977517657
Scots pine,PITA_000001674,MA_1829g0010,,AT3G20330.1,PYRB,PYRIMIDINE B,SHADE<SUN,181.6084371,0.549738196,0.126625552,4.341447559,1.42E-05,3
Scots pine,PITA_000065339,MA_1829g0010,GO:0004070,AT3G20330.1,PYRB,PYRIMIDINE B,SHADE<SUN,165.4725607,0.811556056,0.231495001,3.505717416,4,
Norway spruce,,MA_1829g0010,,,,,SHADE<SUN,163.0380082,0.542170495,0.183836408,2.949200868,0.003185968,0.046484388
Scots pine,PITA_000074722,MA_183122g0010,,AT1G02170.1,AMC1,,,,,,,,
Norway spruce,,MA_183122g0010,,,,,SHADE>SUN,45.77018925,-1.06004567,0.41924551,-2.5284604,0.011456401,0.115039322
Scots pine,PITA_000090746,MA_18326g0010,GO:0005507,AT4G12290.1,,Copper amine oxidase family protein,SHADE<SUN,47.29295793,1.550815377,0.375092936,4.134483032,3.56E-05,6
Norway spruce,,MA_18326g0010,,,,,SHADE<SUN,105.9765962,0.193337966,0.202565294,0.954447638,0.339857102,0.776717796
Scots pine,PITA_000025634,MA_18349g0020,,AT1G74970.1,RPS9,,,,,,,,
Norway spruce,,MA_18349g0020,,,,,SHADE>SUN,338.2078497,-0.153726218,0.170090983,-0.903788166,0.366107738,0.796029453
Scots pine,PITA_000084692,MA_183668g0010,,AT3G15353.1,ATMT3,,,,,,,,
Norway spruce,,MA_183668g0010,,,,,SHADE<SUN,50.34682622,0.276072567,0.318681408,0.866296434,0.386327621,0.810915141
Scots pine,PITA_000039026,MA_184104g0010,,AT2G22070.1,,pentatricopeptide (PPR) repeat-containing protein,SHADE<SUN,197.9651258,1.326562998,0.221311276,5.99410488,2,
Norway spruce,,MA_184104g0010,,,,,SHADE<SUN,180.4421254,0.239531815,0.29429598,0.81391467,0.415693836,0.832076027
Scots pine,PITA_000072521,MA_184831g0020,GO:0000413,AT2G15790.1,CYP40,,,,,,,,
Norway spruce,,MA_184831g0020,,,,,SHADE>SUN,79.50415804,-0.409170627,0.241998756,-1.690796403,0.090875695,0.429709249
Scots pine,PITA_000018086,MA_184924g0010,GO:0005886,AT3G55740.1,ATPROT2,,,,,,,,
Norway spruce,,MA_184924g0010,,,,,SHADE<SUN,61.98937707,0.034675225,0.683814698,0.050708511,0.959557795,0.994212203
Scots pine,PITA_000042488,MA_184970g0010,GO:0005739,AT4G34090.1,,unknown,SHADE<SUN,465.2130163,1.154770006,0.242477432,4.762381371,1.91E-06,5
Norway spruce,,MA_184970g0010,,,,,SHADE<SUN,620.9575752,0.917369006,0.396953679,2.311022806,0.020831595,0.174109431
Scots pine,PITA_000034768,MA_18498g0010,GO:0008152,AT3G51680.1,,NAD(P)-binding Rossmann-fold superfamily protein,SHADE<SUN,466.8461898,0.955736454,0.16607382,5.754889316,8.67E-09,3.44E-07
Norway spruce,,MA_18498g0010,,,,,SHADE>SUN,128.1184722,-0.369258115,0.206337127,-1.789586391,0.073520428,0.379626423
